instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,tempkelvin,atemp,hum,heatindex,windspeed,casual,registered,cnt,logcnt
10060,2012-02-29,1,1,2,5,0,3,1,1,0.26,283.81,0.2879,0.75,0.456,0.0896,0,29,29,3.401
10061,2012-02-29,1,1,2,6,0,3,1,2,0.28,284.63,0.303,0.75,0.468,0.0896,4,100,104,4.654
10062,2012-02-29,1,1,2,7,0,3,1,2,0.26,283.81,0.2727,0.81,0.48,0.1343,11,242,253,5.537
10063,2012-02-29,1,1,2,8,0,3,1,2,0.28,284.63,0.2879,0.75,0.468,0.1045,2,114,116,4.762
10064,2012-02-29,1,1,2,9,0,3,1,3,0.3,285.45,0.303,0.81,0.504,0.1642,5,33,38,3.664
10065,2012-02-29,1,1,2,10,0,3,1,3,0.3,285.45,0.303,0.81,0.504,0.1642,0,10,10,2.398
10066,2012-02-29,1,1,2,11,0,3,1,3,0.3,285.45,0.2879,0.87,0.528,0.194,1,9,10,2.398
10067,2012-02-29,1,1,2,12,0,3,1,3,0.32,286.27,0.303,0.93,0.564,0.3284,1,69,70,4.263
10068,2012-02-29,1,1,2,13,0,3,1,2,0.36,287.91,0.3333,0.93,0.588,0.3582,4,72,76,4.344
10069,2012-02-29,1,1,2,14,0,3,1,2,0.36,287.91,0.3333,0.93,0.588,0.3582,2,54,56,4.043
10070,2012-02-29,1,1,2,15,0,3,1,2,0.4,289.55,0.4091,0.82,0.568,0.2836,3,87,90,4.511
10071,2012-02-29,1,1,2,16,0,3,1,3,0.4,289.55,0.4091,0.82,0.568,0.2239,5,162,167,5.124
10072,2012-02-29,1,1,2,17,0,3,1,2,0.4,289.55,0.4091,0.87,0.588,0.1642,7,246,253,5.537
10073,2012-02-29,1,1,2,18,0,3,1,3,0.4,289.55,0.4091,0.87,0.588,0.0,11,181,192,5.263
10074,2012-02-29,1,1,2,19,0,3,1,2,0.4,289.55,0.4091,0.87,0.588,0.1045,0,102,102,4.635
10075,2012-02-29,1,1,2,20,0,3,1,3,0.42,290.37,0.4242,0.88,0.604,0.1642,2,95,97,4.585
10076,2012-02-29,1,1,2,21,0,3,1,3,0.42,290.37,0.4242,0.88,0.604,0.1642,0,39,39,3.689
10077,2012-02-29,1,1,2,22,0,3,1,3,0.42,290.37,0.4242,0.94,0.628,0.2537,2,53,55,4.025
10078,2012-02-29,1,1,2,23,0,3,1,3,0.42,290.37,0.4242,0.94,0.628,0.2537,3,30,33,3.526
10079,2012-03-01,1,1,3,0,0,4,1,2,0.42,290.37,0.4242,0.94,0.628,0.0,1,10,11,2.485
10080,2012-03-01,1,1,3,1,0,4,1,3,0.46,292.01,0.4545,0.94,0.652,0.1045,0,12,12,2.565
10081,2012-03-01,1,1,3,2,0,4,1,2,0.46,292.01,0.4545,0.94,0.652,0.2836,0,6,6,1.946
10082,2012-03-01,1,1,3,3,0,4,1,1,0.46,292.01,0.4545,0.94,0.652,0.2239,0,3,3,1.386
10083,2012-03-01,1,1,3,4,0,4,1,1,0.48,292.83,0.4697,0.88,0.64,0.194,0,5,5,1.792
10084,2012-03-01,1,1,3,5,0,4,1,1,0.48,292.83,0.4697,0.88,0.64,0.1642,0,18,18,2.944
10085,2012-03-01,1,1,3,6,0,4,1,2,0.42,290.37,0.4242,0.94,0.628,0.0,2,107,109,4.7
10086,2012-03-01,1,1,3,7,0,4,1,2,0.44,291.19,0.4394,0.94,0.64,0.1343,8,296,304,5.72
10087,2012-03-01,1,1,3,8,0,4,1,1,0.42,290.37,0.4242,0.94,0.628,0.1343,15,579,594,6.389
10088,2012-03-01,1,1,3,9,0,4,1,1,0.46,292.01,0.4545,0.77,0.584,0.2537,5,281,286,5.659
10089,2012-03-01,1,1,3,10,0,4,1,1,0.52,294.47,0.5,0.55,0.532,0.1642,11,122,133,4.898
10090,2012-03-01,1,1,3,11,0,4,1,1,0.56,296.11,0.5303,0.43,0.508,0.194,19,149,168,5.13
10091,2012-03-01,1,1,3,12,0,4,1,1,0.56,296.11,0.5303,0.37,0.484,0.2239,16,204,220,5.398
10092,2012-03-01,1,1,3,13,0,4,1,1,0.58,296.93,0.5455,0.32,0.476,0.2537,24,187,211,5.357
10093,2012-03-01,1,1,3,14,0,4,1,1,0.58,296.93,0.5455,0.35,0.488,0.2239,37,174,211,5.357
10094,2012-03-01,1,1,3,15,0,4,1,1,0.6,297.75,0.6212,0.31,0.484,0.2537,31,192,223,5.412
10095,2012-03-01,1,1,3,16,0,4,1,1,0.58,296.93,0.5455,0.32,0.476,0.2985,38,323,361,5.892
10096,2012-03-01,1,1,3,17,0,4,1,1,0.56,296.11,0.5303,0.35,0.476,0.2985,49,551,600,6.399
10097,2012-03-01,1,1,3,18,0,4,1,1,0.54,295.29,0.5152,0.34,0.46,0.3582,27,498,525,6.265
10098,2012-03-01,1,1,3,19,0,4,1,1,0.48,292.83,0.4697,0.41,0.452,0.3284,11,317,328,5.796
10099,2012-03-01,1,1,3,20,0,4,1,1,0.44,291.19,0.4394,0.44,0.44,0.4179,12,242,254,5.541
10100,2012-03-01,1,1,3,21,0,4,1,1,0.42,290.37,0.4242,0.47,0.44,0.4627,7,190,197,5.288
10101,2012-03-01,1,1,3,22,0,4,1,1,0.38,288.73,0.3939,0.5,0.428,0.2537,3,123,126,4.844
10102,2012-03-01,1,1,3,23,0,4,1,1,0.36,287.91,0.3485,0.5,0.416,0.2239,9,76,85,4.454
10103,2012-03-02,1,1,3,0,0,5,1,1,0.34,287.09,0.3333,0.53,0.416,0.1642,1,45,46,3.85
10104,2012-03-02,1,1,3,1,0,5,1,1,0.34,287.09,0.3182,0.49,0.4,0.2239,2,18,20,3.045
10105,2012-03-02,1,1,3,2,0,5,1,1,0.34,287.09,0.3182,0.53,0.416,0.2836,2,4,6,1.946
10106,2012-03-02,1,1,3,3,0,5,1,1,0.32,286.27,0.3182,0.57,0.42,0.194,0,3,3,1.386
10107,2012-03-02,1,1,3,4,0,5,1,1,0.32,286.27,0.3485,0.61,0.436,0.0,0,2,2,1.099
10108,2012-03-02,1,1,3,5,0,5,1,1,0.3,285.45,0.3333,0.7,0.46,0.0,0,24,24,3.219
10109,2012-03-02,1,1,3,6,0,5,1,1,0.3,285.45,0.3333,0.7,0.46,0.0,4,88,92,4.533
10110,2012-03-02,1,1,3,7,0,5,1,1,0.3,285.45,0.3333,0.7,0.46,0.0,4,258,262,5.572
10111,2012-03-02,1,1,3,8,0,5,1,1,0.28,284.63,0.303,0.75,0.468,0.0896,16,533,549,6.31
10112,2012-03-02,1,1,3,9,0,5,1,1,0.3,285.45,0.3333,0.81,0.504,0.0,15,299,314,5.753
10113,2012-03-02,1,1,3,10,0,5,1,1,0.36,287.91,0.3485,0.5,0.416,0.1642,14,118,132,4.89
10114,2012-03-02,1,1,3,11,0,5,1,1,0.38,288.73,0.3939,0.46,0.412,0.194,40,154,194,5.273
10115,2012-03-02,1,1,3,12,0,5,1,1,0.4,289.55,0.4091,0.43,0.412,0.1642,40,194,234,5.46
10116,2012-03-02,1,1,3,13,0,5,1,1,0.42,290.37,0.4242,0.44,0.428,0.2239,31,191,222,5.407
10117,2012-03-02,1,1,3,14,0,5,1,2,0.44,291.19,0.4394,0.44,0.44,0.2836,29,176,205,5.328
10118,2012-03-02,1,1,3,15,0,5,1,2,0.42,290.37,0.4242,0.5,0.452,0.2985,5,73,78,4.369
10119,2012-03-02,1,1,3,16,0,5,1,3,0.4,289.55,0.4091,0.58,0.472,0.2985,1,49,50,3.932
10120,2012-03-02,1,1,3,17,0,5,1,3,0.36,287.91,0.3485,0.81,0.54,0.2239,5,123,128,4.86
10121,2012-03-02,1,1,3,18,0,5,1,3,0.36,287.91,0.3485,0.87,0.564,0.194,6,154,160,5.081
10122,2012-03-02,1,1,3,19,0,5,1,3,0.36,287.91,0.3485,0.87,0.564,0.194,12,162,174,5.165
10123,2012-03-02,1,1,3,20,0,5,1,2,0.36,287.91,0.3485,0.87,0.564,0.194,7,93,100,4.615
10124,2012-03-02,1,1,3,21,0,5,1,3,0.36,287.91,0.3636,0.87,0.564,0.0896,2,99,101,4.625
10125,2012-03-02,1,1,3,22,0,5,1,2,0.36,287.91,0.3788,0.87,0.564,0.0,6,69,75,4.331
10126,2012-03-02,1,1,3,23,0,5,1,2,0.36,287.91,0.3788,0.87,0.564,0.0,4,19,23,3.178
10127,2012-03-03,1,1,3,0,0,6,0,3,0.36,287.91,0.3636,0.93,0.588,0.0896,1,21,22,3.135
10128,2012-03-03,1,1,3,1,0,6,0,3,0.36,287.91,0.3788,0.93,0.588,0.0,0,44,44,3.807
10129,2012-03-03,1,1,3,2,0,6,0,3,0.36,287.91,0.3636,0.93,0.588,0.0896,4,34,38,3.664
10130,2012-03-03,1,1,3,3,0,6,0,2,0.36,287.91,0.3485,0.93,0.588,0.1642,1,20,21,3.091
10131,2012-03-03,1,1,3,4,0,6,0,2,0.36,287.91,0.3485,0.93,0.588,0.194,0,2,2,1.099
10132,2012-03-03,1,1,3,5,0,6,0,2,0.36,287.91,0.3636,0.93,0.588,0.0896,1,1,2,1.099
10133,2012-03-03,1,1,3,6,0,6,0,2,0.36,287.91,0.3636,0.93,0.588,0.0896,1,6,7,2.079
10134,2012-03-03,1,1,3,7,0,6,0,2,0.36,287.91,0.3485,0.93,0.588,0.1343,2,14,16,2.833
10135,2012-03-03,1,1,3,8,0,6,0,3,0.36,287.91,0.3788,0.93,0.588,0.0,2,46,48,3.892
10136,2012-03-03,1,1,3,9,0,6,0,3,0.38,288.73,0.3939,0.87,0.576,0.0896,7,87,94,4.554
10137,2012-03-03,1,1,3,10,0,6,0,2,0.4,289.55,0.4091,0.87,0.588,0.0,31,137,168,5.13
10138,2012-03-03,1,1,3,11,0,6,0,2,0.4,289.55,,0.87,0.588,0.0896,33,181,214,5.371
10139,2012-03-03,1,1,3,12,0,6,0,2,0.42,290.37,0.4242,0.67,0.52,0.2537,47,252,299,5.704
10140,2012-03-03,1,1,3,13,0,6,0,1,0.44,291.19,0.4394,0.51,0.468,0.2836,87,252,339,5.829
10141,2012-03-03,1,1,3,14,0,6,0,2,0.46,292.01,0.4545,0.44,0.452,0.3582,151,279,430,6.066
10142,2012-03-03,1,1,3,15,0,6,0,1,0.48,292.83,0.4697,0.29,0.404,0.2985,145,254,399,5.991
10143,2012-03-03,1,1,3,16,0,6,0,1,0.5,293.65,0.4848,0.27,0.408,0.2985,167,300,467,6.148
10144,2012-03-03,1,1,3,17,0,6,0,1,0.5,293.65,0.4848,0.23,0.392,0.3284,106,279,385,5.956
10145,2012-03-03,1,1,3,18,0,6,0,1,0.5,293.65,0.4848,0.25,0.4,0.2537,53,250,303,5.717
10146,2012-03-03,1,1,3,19,0,6,0,1,0.46,292.01,0.4545,0.33,0.408,0.1642,34,191,225,5.421
10147,2012-03-03,1,1,3,20,0,6,0,1,0.44,291.19,0.4394,0.3,0.384,0.1343,28,121,149,5.011
10148,2012-03-03,1,1,3,21,0,6,0,1,0.46,292.01,0.4545,0.19,0.352,0.3284,24,130,154,5.043
10149,2012-03-03,1,1,3,22,0,6,0,1,0.44,291.19,0.4394,0.21,0.348,0.1343,19,115,134,4.905
10150,2012-03-03,1,1,3,23,0,6,0,1,0.42,290.37,0.4242,0.24,0.348,0.0,12,94,106,4.673
10151,2012-03-04,1,1,3,0,0,0,0,2,0.4,289.55,0.4091,0.3,0.36,0.3582,5,67,72,4.29
10152,2012-03-04,1,1,3,1,0,0,0,2,0.38,288.73,0.3939,0.34,0.364,0.194,16,60,76,4.344
10153,2012-03-04,1,1,3,2,0,0,0,2,0.36,287.91,0.3485,0.4,0.376,0.1642,14,66,80,4.394
10154,2012-03-04,1,1,3,3,0,0,0,2,0.36,287.91,0.3485,0.43,0.388,0.1343,5,21,26,3.296
10155,2012-03-04,1,1,3,4,0,0,0,2,0.34,287.09,,0.46,0.388,0.194,3,11,14,2.708
10156,2012-03-04,1,1,3,5,0,0,0,2,0.34,287.09,0.3182,0.46,0.388,0.2239,0,5,5,1.792
10157,2012-03-04,1,1,3,6,0,0,0,2,0.3,285.45,0.2727,0.52,0.388,0.2985,0,5,5,1.792
10158,2012-03-04,1,1,3,7,0,0,0,2,0.3,285.45,0.2727,0.52,0.388,0.2985,2,21,23,3.178
10159,2012-03-04,1,1,3,8,0,0,0,1,0.3,285.45,0.2727,0.52,0.388,0.3284,12,54,66,4.205
10160,2012-03-04,1,1,3,9,0,0,0,1,0.3,285.45,0.2727,0.49,0.376,0.4478,14,104,118,4.779
10161,2012-03-04,1,1,3,10,0,0,0,1,0.3,285.45,0.2727,0.49,0.376,0.3284,31,161,192,5.263
10162,2012-03-04,1,1,3,11,0,0,0,1,0.32,286.27,0.2879,0.45,0.372,0.3881,64,192,256,5.549
10163,2012-03-04,1,1,3,12,0,0,0,1,0.34,287.09,0.303,0.42,0.372,0.3582,71,256,327,5.793
10164,2012-03-04,1,1,3,13,0,0,0,1,0.36,287.91,0.3333,0.37,0.364,0.3582,108,256,364,5.9
10165,2012-03-04,1,1,3,14,0,0,0,1,0.36,287.91,0.3333,0.34,0.352,0.3582,106,226,332,5.808
10166,2012-03-04,1,1,3,15,0,0,0,1,0.36,287.91,0.3182,0.32,0.344,0.5224,82,252,334,5.814
10167,2012-03-04,1,1,3,16,0,0,0,1,0.36,287.91,0.3182,0.29,0.332,0.4925,68,231,299,5.704
10168,2012-03-04,1,1,3,17,0,0,0,1,0.34,287.09,0.2879,0.31,0.328,0.5522,49,214,263,5.576
10169,2012-03-04,1,1,3,18,0,0,0,1,0.32,286.27,0.2727,0.33,0.324,0.6119,20,164,184,5.22
10170,2012-03-04,1,1,3,19,0,0,0,1,0.3,285.45,0.2576,0.36,0.324,0.4925,12,120,132,4.89
10171,2012-03-04,1,1,3,20,0,0,0,1,0.28,284.63,0.2727,0.38,0.32,0.2537,8,80,88,4.489
10172,2012-03-04,1,1,3,21,0,0,0,1,0.28,284.63,0.2727,0.36,0.312,0.2239,9,70,79,4.382
10173,2012-03-04,1,1,3,22,0,0,0,1,0.26,283.81,0.2424,0.41,0.32,0.2537,9,53,62,4.143
10174,2012-03-04,1,1,3,23,0,0,0,1,0.26,283.81,0.2576,0.41,0.32,0.194,2,24,26,3.296
10175,2012-03-05,1,1,3,0,0,1,1,1,0.24,282.99,0.2273,0.44,0.32,0.194,2,15,17,2.89
10176,2012-03-05,1,1,3,1,0,1,1,1,0.24,282.99,0.2424,0.48,0.336,0.1343,3,3,6,1.946
10177,2012-03-05,1,1,3,2,0,1,1,1,0.24,282.99,0.2424,0.48,0.336,0.1343,1,3,4,1.609
10178,2012-03-05,1,1,3,3,0,1,1,1,0.22,282.17,0.2273,0.51,0.336,0.1642,0,1,1,0.693
10179,2012-03-05,1,1,3,4,0,1,1,1,0.2,281.35,0.2273,0.55,0.34,0.0896,0,1,1,0.693
10180,2012-03-05,1,1,3,5,0,1,1,1,0.2,281.35,0.2273,0.55,0.34,0.0896,1,17,18,2.944
10181,2012-03-05,1,1,3,6,0,1,1,1,0.18,280.53,0.197,0.59,0.344,0.1343,2,89,91,4.522
10182,2012-03-05,1,1,3,7,0,1,1,1,0.18,280.53,0.197,0.59,0.344,0.1343,7,253,260,5.565
10183,2012-03-05,1,1,3,8,0,1,1,1,0.2,281.35,0.2273,0.59,0.356,0.1045,13,415,428,6.061
10184,2012-03-05,1,1,3,9,0,1,1,2,0.22,282.17,0.2576,0.6,0.372,0.0896,11,186,197,5.288
10185,2012-03-05,1,1,3,10,0,1,1,2,0.24,282.99,0.2576,0.6,0.384,0.0,12,74,86,4.466
10186,2012-03-05,1,1,3,11,0,1,1,2,0.26,283.81,0.2727,0.56,0.38,0.1343,17,86,103,4.644
10187,2012-03-05,1,1,3,12,0,1,1,2,0.26,283.81,0.303,0.52,0.364,0.0,15,122,137,4.927
10188,2012-03-05,1,1,3,13,0,1,1,2,0.26,283.81,0.2576,0.55,0.376,0.2985,11,109,120,4.796
10189,2012-03-05,1,1,3,14,0,1,1,2,0.28,284.63,0.2576,0.57,0.396,0.3582,13,115,128,4.86
10190,2012-03-05,1,1,3,15,0,1,1,2,0.3,285.45,0.2879,0.53,0.392,0.194,20,110,130,4.875
10191,2012-03-05,1,1,3,16,0,1,1,1,0.3,285.45,0.2727,0.45,0.36,0.2985,30,180,210,5.352
10192,2012-03-05,1,1,3,17,0,1,1,3,0.3,285.45,0.2727,0.45,0.36,0.2985,11,376,387,5.961
10193,2012-03-05,1,1,3,18,0,1,1,3,0.28,284.63,0.2273,0.55,0.388,0.6567,12,363,375,5.93
10194,2012-03-05,1,1,3,19,0,1,1,1,0.26,283.81,0.2576,0.53,0.368,0.2239,6,220,226,5.425
10195,2012-03-05,1,1,3,20,0,1,1,1,0.26,283.81,0.2273,0.37,0.304,0.4627,8,171,179,5.193
10196,2012-03-05,1,1,3,21,0,1,1,1,0.26,283.81,0.2273,0.37,0.304,0.3881,4,116,120,4.796
10197,2012-03-05,1,1,3,22,0,1,1,1,0.24,282.99,0.2121,0.35,0.284,0.3284,2,76,78,4.369
10198,2012-03-05,1,1,3,23,0,1,1,1,0.22,282.17,0.1818,0.37,0.28,0.5821,2,29,31,3.466
10199,2012-03-06,1,1,3,0,0,2,1,1,0.22,282.17,0.2121,0.37,0.28,0.2985,0,8,8,2.197
10200,2012-03-06,1,1,3,1,0,2,1,1,0.2,281.35,0.197,0.44,0.296,0.2537,0,6,6,1.946
10201,2012-03-06,1,1,3,2,0,2,1,1,0.2,281.35,0.197,0.44,0.296,0.2239,0,4,4,1.609
10202,2012-03-06,1,1,3,3,0,2,1,1,0.18,280.53,0.1667,0.51,0.312,0.2836,0,1,1,0.693
10203,2012-03-06,1,1,3,4,0,2,1,1,0.18,280.53,0.1667,0.51,0.312,0.2985,0,3,3,1.386
10204,2012-03-06,1,1,3,5,0,2,1,1,0.18,280.53,0.1818,0.51,0.312,0.2239,0,25,25,3.258
10205,2012-03-06,1,1,3,6,0,2,1,1,0.18,280.53,0.2121,0.51,0.312,0.1045,3,99,102,4.635
10206,2012-03-06,1,1,3,7,0,2,1,1,0.16,279.71,0.1818,0.55,0.316,0.1343,5,270,275,5.62
10207,2012-03-06,1,1,3,8,0,2,1,1,0.16,279.71,0.1818,0.59,0.332,0.1045,14,487,501,6.219
10208,2012-03-06,1,1,3,9,0,2,1,1,0.22,282.17,0.2727,0.47,0.32,0.0,11,222,233,5.455
10209,2012-03-06,1,1,3,10,0,2,1,1,0.24,282.99,0.2576,0.44,0.32,0.0,16,113,129,4.868
10210,2012-03-06,1,1,3,11,0,2,1,1,0.26,283.81,0.2576,0.41,0.32,0.1642,20,110,130,4.875
10211,2012-03-06,1,1,3,12,0,2,1,1,0.26,283.81,0.2727,0.41,0.32,0.1045,9,129,138,4.934
10212,2012-03-06,1,1,3,13,0,2,1,1,0.3,285.45,0.303,0.39,0.336,0.1343,16,148,164,5.106
10213,2012-03-06,1,1,3,14,0,2,1,1,0.32,286.27,0.303,0.36,0.336,0.2239,20,116,136,4.92
10214,2012-03-06,1,1,3,15,0,2,1,1,0.34,287.09,0.303,0.36,0.348,0.2985,24,142,166,5.118
10215,2012-03-06,1,1,3,16,0,2,1,1,0.36,287.91,0.3333,0.32,0.344,0.2836,22,228,250,5.525
10216,2012-03-06,1,1,3,17,0,2,1,1,0.36,287.91,0.3333,0.34,0.352,0.2836,21,425,446,6.103
10217,2012-03-06,1,1,3,18,0,2,1,1,0.34,287.09,0.303,0.42,0.372,0.3284,15,442,457,6.127
10218,2012-03-06,1,1,3,19,0,2,1,1,0.34,287.09,0.303,0.46,0.388,0.2985,9,278,287,5.663
10219,2012-03-06,1,1,3,20,0,2,1,1,0.32,286.27,0.3182,0.49,0.388,0.194,3,184,187,5.236
10220,2012-03-06,1,1,3,21,0,2,1,1,0.32,286.27,0.3182,0.49,0.388,0.194,5,143,148,5.004
10221,2012-03-06,1,1,3,22,0,2,1,1,0.28,284.63,0.2727,0.56,0.392,0.1642,5,101,106,4.673
10222,2012-03-06,1,1,3,23,0,2,1,1,0.28,284.63,0.2727,0.61,0.412,0.2239,3,51,54,4.007
10223,2012-03-07,1,1,3,0,0,3,1,1,0.28,284.63,0.2576,0.65,0.428,0.2836,3,12,15,2.773
10224,2012-03-07,1,1,3,1,0,3,1,1,0.3,285.45,0.2727,0.61,0.424,0.2985,1,4,5,1.792
10225,2012-03-07,1,1,3,2,0,3,1,1,0.3,285.45,0.2879,0.56,0.404,0.2836,0,4,4,1.609
10226,2012-03-07,1,1,3,3,0,3,1,1,0.3,285.45,0.2727,0.56,0.404,0.3582,1,2,3,1.386
10227,2012-03-07,1,1,3,4,0,3,1,1,0.28,284.63,0.2576,0.61,0.412,0.3284,0,3,3,1.386
10228,2012-03-07,1,1,3,5,0,3,1,1,0.28,284.63,0.2576,0.56,0.392,0.2985,0,18,18,2.944
10229,2012-03-07,1,1,3,6,0,3,1,1,0.28,284.63,0.2576,0.61,0.412,0.3881,4,104,108,4.691
10230,2012-03-07,1,1,3,7,0,3,1,1,0.26,283.81,0.2273,0.65,0.416,0.3881,12,332,344,5.844
10231,2012-03-07,1,1,3,8,0,3,1,1,0.28,284.63,0.2576,0.61,0.412,0.2985,12,554,566,6.34
10232,2012-03-07,1,1,3,9,0,3,1,1,0.3,285.45,0.2727,0.61,0.424,0.3284,12,252,264,5.58
10233,2012-03-07,1,1,3,10,0,3,1,1,0.36,287.91,0.3333,0.5,0.416,0.2985,20,127,147,4.997
10234,2012-03-07,1,1,3,11,0,3,1,1,0.42,290.37,0.4242,0.38,0.404,0.2985,33,128,161,5.088
10235,2012-03-07,1,1,3,12,0,3,1,1,0.44,291.19,0.4394,0.38,0.416,0.3881,40,175,215,5.375
10236,2012-03-07,1,1,3,13,0,3,1,1,0.5,293.65,0.4848,0.34,0.436,0.4179,26,179,205,5.328
10237,2012-03-07,1,1,3,14,0,3,1,1,0.52,294.47,0.5,0.36,0.456,0.3284,38,137,175,5.17
10238,2012-03-07,1,1,3,15,0,3,1,1,0.54,295.29,0.5152,0.37,0.472,0.4478,44,165,209,5.347
10239,2012-03-07,1,1,3,16,0,3,1,1,0.56,296.11,0.5303,0.37,0.484,0.4179,34,254,288,5.666
10240,2012-03-07,1,1,3,17,0,3,1,1,0.56,296.11,0.5303,0.43,0.508,0.4925,58,554,612,6.418
10241,2012-03-07,1,1,3,18,0,3,1,1,0.56,296.11,0.5303,0.4,0.496,0.4627,35,509,544,6.301
10242,2012-03-07,1,1,3,19,0,3,1,1,0.54,295.29,0.5152,0.42,0.492,0.3582,16,345,361,5.892
10243,2012-03-07,1,1,3,20,0,3,1,1,0.5,293.65,0.4848,0.51,0.504,0.2537,18,242,260,5.565
10244,2012-03-07,1,1,3,21,0,3,1,1,0.44,291.19,0.4394,0.62,0.512,0.2537,11,177,188,5.242
10245,2012-03-07,1,1,3,22,0,3,1,1,0.46,292.01,0.4545,0.59,0.512,0.2985,10,149,159,5.075
10246,2012-03-07,1,1,3,23,0,3,1,1,0.44,291.19,0.4394,0.62,0.512,0.3284,4,58,62,4.143
10247,2012-03-08,1,1,3,0,0,4,1,1,0.44,291.19,0.4394,0.62,0.512,0.3284,11,35,46,3.85
10248,2012-03-08,1,1,3,1,0,4,1,1,0.46,292.01,0.4545,0.63,0.528,0.3284,4,17,21,3.091
10249,2012-03-08,1,1,3,2,0,4,1,1,0.46,292.01,0.4545,0.63,0.528,0.3881,6,5,11,2.485
10250,2012-03-08,1,1,3,3,0,4,1,1,0.46,292.01,0.4545,0.63,0.528,0.3881,0,3,3,1.386
10251,2012-03-08,1,1,3,4,0,4,1,1,0.44,291.19,0.4394,0.72,0.552,0.2836,0,2,2,1.099
10252,2012-03-08,1,1,3,5,0,4,1,1,0.42,290.37,0.4242,0.77,0.56,0.2239,1,28,29,3.401
10253,2012-03-08,1,1,3,6,0,4,1,1,0.42,290.37,0.4242,0.77,0.56,0.2537,4,105,109,4.7
10254,2012-03-08,1,1,3,7,0,4,1,1,0.42,290.37,0.4242,0.77,0.56,0.3582,8,326,334,5.814
10255,2012-03-08,1,1,3,8,0,4,1,1,0.44,291.19,0.4394,0.77,0.572,0.3881,12,573,585,6.373
10256,2012-03-08,1,1,3,9,0,4,1,1,0.46,292.01,0.4545,0.72,0.564,0.4627,19,282,301,5.71
10257,2012-03-08,1,1,3,10,0,4,1,1,0.5,293.65,0.4848,0.68,0.572,0.4627,19,119,138,4.934
10258,2012-03-08,1,1,3,11,0,4,1,2,0.54,295.29,0.5152,0.6,0.564,0.4627,48,156,204,5.323
10259,2012-03-08,1,1,3,12,0,4,1,2,0.56,296.11,0.5303,0.6,0.576,0.4478,27,224,251,5.529
10260,2012-03-08,1,1,3,13,0,4,1,2,0.6,297.75,0.6212,0.49,0.556,0.6418,35,198,233,5.455
10261,2012-03-08,1,1,3,14,0,4,1,2,0.62,298.57,0.6212,0.43,0.544,0.6418,48,155,203,5.318
10262,2012-03-08,1,1,3,15,0,4,1,1,0.64,299.39,0.6212,0.38,0.536,0.6866,24,161,185,5.226
10263,2012-03-08,1,1,3,16,0,4,1,2,0.62,298.57,0.6212,0.41,0.536,0.6418,37,305,342,5.838
10264,2012-03-08,1,1,3,17,0,4,1,1,0.62,298.57,0.6212,0.38,0.524,0.6567,52,545,597,6.394
10265,2012-03-08,1,1,3,18,0,4,1,2,0.62,298.57,0.6212,0.38,0.524,0.5522,45,545,590,6.382
10266,2012-03-08,1,1,3,19,0,4,1,2,0.6,297.75,0.6212,0.4,0.52,0.4478,21,395,416,6.033
10267,2012-03-08,1,1,3,20,0,4,1,2,0.6,297.75,0.6212,0.43,0.532,0.3881,20,282,302,5.714
10268,2012-03-08,1,1,3,21,0,4,1,1,0.6,297.75,0.6212,0.43,0.532,0.3881,27,206,233,5.455
10269,2012-03-08,1,1,3,22,0,4,1,1,0.56,296.11,0.5303,0.49,0.532,0.3284,12,141,153,5.037
10270,2012-03-08,1,1,3,23,0,4,1,2,0.56,296.11,0.5303,0.49,0.532,0.4478,6,88,94,4.554
10271,2012-03-09,1,1,3,0,0,5,1,2,0.58,296.93,0.5455,0.49,0.544,0.4627,3,51,54,4.007
10272,2012-03-09,1,1,3,1,0,5,1,3,0.56,296.11,0.5303,0.52,0.544,0.4925,4,22,26,3.296
10273,2012-03-09,1,1,3,2,0,5,1,3,0.48,292.83,0.4697,0.77,0.596,0.4179,2,9,11,2.485
10274,2012-03-09,1,1,3,3,0,5,1,1,0.46,292.01,0.4545,0.77,0.584,0.5224,0,7,7,2.079
10275,2012-03-09,1,1,3,4,0,5,1,3,0.4,289.55,0.4091,0.66,0.504,0.2836,0,1,1,0.693
10276,2012-03-09,1,1,3,5,0,5,1,3,0.4,289.55,0.4091,0.66,0.504,0.2836,2,27,29,3.401
10277,2012-03-09,1,1,3,6,0,5,1,2,0.4,289.55,0.4091,0.5,0.44,0.3582,2,83,85,4.454
10278,2012-03-09,1,1,3,7,0,5,1,2,0.38,288.73,0.3939,0.4,0.388,0.2985,6,262,268,5.595
10279,2012-03-09,1,1,3,8,0,5,1,2,0.34,287.09,0.2879,0.42,0.372,0.5224,17,484,501,6.219
10280,2012-03-09,1,1,3,9,0,5,1,2,0.34,287.09,0.2879,0.42,0.372,0.5224,17,267,284,5.652
10281,2012-03-09,1,1,3,10,0,5,1,2,0.34,287.09,0.2879,0.36,0.348,0.4925,14,145,159,5.075
10282,2012-03-09,1,1,3,11,0,5,1,2,0.36,287.91,0.3333,0.34,0.352,0.3582,17,170,187,5.236
10283,2012-03-09,1,1,3,12,0,5,1,1,0.36,287.91,0.3333,0.34,0.352,0.4179,27,174,201,5.308
10284,2012-03-09,1,1,3,13,0,5,1,2,0.38,288.73,0.3939,0.29,0.344,0.3881,49,175,224,5.416
